9863,2012-04-03 19:53:45,34.068526,-118.443523,Parking
9863,2012-04-03 21:48:53,34.071459,-118.441833,College Lab
97666,2012-04-04 01:00:26,34.06818,-118.442279,Student Center
97666,2012-04-04 01:01:01,34.067574,-118.442686,College Academic Building
97666,2012-04-04 01:01:32,34.06952,-118.442971,College Math Building
1017,2012-04-04 13:32:57,34.069152,-118.444757,Bus Station
77811,2012-04-04 14:18:11,34.072897,-118.44311,Art Museum
1017,2012-04-06 13:40:55,34.069152,-118.444757,Bus Station
54052,2012-04-07 16:04:30,34.073868,-118.443652,Trade School
54052,2012-04-07 20:07:53,34.073919,-118.443791,College & University
204237,2012-04-07 20:56:39,34.070885,-118.440122,College Academic Building
564,2012-04-08 02:43:55,34.072897,-118.44311,Art Museum
564,2012-04-08 02:45:47,34.07096,-118.444992,Sculpture Garden
564,2012-04-08 02:47:03,34.070075,-118.440772,Other Great Outdoors
564,2012-04-08 02:50:08,34.071644,-118.442155,College Library
564,2012-04-08 02:58:15,34.070062,-118.444204,College Auditorium
203795,2012-04-08 03:26:01,34.070523,-118.444304,Student Center
122360,2012-04-08 15:54:39,34.071029,-118.444754,College Quad
122360,2012-04-08 16:12:23,34.075075,-118.440074,Sculpture Garden
122360,2012-04-08 16:14:42,34.070601,-118.444681,College Bookstore
122360,2012-04-08 16:17:58,34.073342,-118.440117,College Academic Building
42334,2012-04-08 20:26:45,34.06872,-118.443266,College Engineering Building
42334,2012-04-08 20:32:48,34.070062,-118.444204,College Auditorium
42334,2012-04-08 20:41:42,34.07096,-118.444992,Sculpture Garden
122360,2012-04-08 20:45:30,34.070942,-118.444263,General College & University
42334,2012-04-08 20:49:11,34.070075,-118.440772,Other Great Outdoors
42334,2012-04-08 20:52:52,34.070601,-118.444681,College Bookstore
42334,2012-04-08 20:56:47,34.070705,-118.443472,College Administrative Building
42334,2012-04-08 20:59:05,34.070523,-118.444304,Student Center
42334,2012-04-08 21:05:45,34.068941,-118.44257,College Library
42334,2012-04-08 21:29:11,34.072817,-118.442059,Concert Hall
1017,2012-04-09 13:56:33,34.069152,-118.444757,Bus Station
108812,2012-04-09 19:32:26,34.06952,-118.442971,College Math Building
64289,2012-04-09 19:41:11,34.068348,-118.442251,Coffee Shop
108812,2012-04-09 22:01:10,34.068941,-118.44257,College Library
9863,2012-04-10 01:56:44,34.069001,-118.443551,General College & University
97666,2012-04-10 05:39:25,34.067574,-118.442686,College Academic Building
12325,2012-04-10 07:44:11,34.07096,-118.444992,Sculpture Garden
12325,2012-04-10 07:46:23,34.070062,-118.444204,College Auditorium
12325,2012-04-10 07:47:24,34.072897,-118.44311,Art Museum
12325,2012-04-10 07:47:49,34.071644,-118.442155,College Library
12325,2012-04-10 07:48:26,34.06872,-118.443266,College Engineering Building
12325,2012-04-10 07:49:48,34.072817,-118.442059,Concert Hall
12325,2012-04-10 07:51:12,34.070075,-118.440772,Other Great Outdoors
12325,2012-04-10 10:01:11,34.075075,-118.440074,Sculpture Garden
108812,2012-04-10 17:25:48,34.06952,-118.442971,College Math Building
9863,2012-04-10 17:34:43,34.068526,-118.443523,Parking
9863,2012-04-10 17:35:12,34.06952,-118.442971,College Math Building
9863,2012-04-10 17:35:42,34.06872,-118.443266,College Engineering Building
108812,2012-04-10 17:59:15,34.068941,-118.44257,College Library
108812,2012-04-10 22:03:09,34.070094,-118.444333,Arcade
204061,2012-04-10 22:39:20,34.071289,-118.444762,Medical Center
143300,2012-04-10 22:57:23,34.074737,-118.44149,College Library
9863,2012-04-11 00:19:06,34.06952,-118.442971,College Math Building
9863,2012-04-11 00:33:15,34.069001,-118.443551,General College & University
1017,2012-04-11 13:35:22,34.069152,-118.444757,Bus Station
108812,2012-04-11 17:10:38,34.06952,-118.442971,College Math Building
64289,2012-04-11 17:29:11,34.068348,-118.442251,Coffee Shop
108812,2012-04-11 18:14:23,34.068941,-118.44257,College Library
108812,2012-04-11 18:57:43,34.06952,-118.442971,College Math Building
9863,2012-04-11 21:54:36,34.06952,-118.442971,College Math Building
9863,2012-04-12 00:25:20,34.06872,-118.443266,College Engineering Building
1017,2012-04-13 13:40:39,34.069152,-118.444757,Bus Station
64289,2012-04-13 21:08:09,34.068125,-118.442509,College Auditorium
108812,2012-04-14 05:29:15,34.068941,-118.44257,College Library
132174,2012-04-14 18:05:37,34.074324,-118.440095,College Academic Building
40022,2012-04-14 21:03:10,34.072817,-118.442059,Concert Hall
54052,2012-04-14 23:09:49,34.073868,-118.443652,Trade School
70206,2012-04-15 21:03:25,34.068507,-118.441393,College Science Building
9863,2012-04-16 20:34:13,34.070523,-118.444304,Student Center
9863,2012-04-17 15:38:18,34.069001,-118.443551,General College & University
9863,2012-04-17 15:38:56,34.06872,-118.443266,College Engineering Building
9863,2012-04-17 15:39:26,34.06952,-118.442971,College Math Building
1017,2012-04-17 16:07:39,34.069152,-118.444757,Bus Station
9863,2012-04-17 16:12:57,34.070578,-118.4434,Coffee Shop
9863,2012-04-17 17:18:45,34.06952,-118.442971,College Math Building
9863,2012-04-18 00:19:33,34.06952,-118.442971,College Math Building
9863,2012-04-18 00:21:36,34.069001,-118.443551,General College & University
97666,2012-04-18 00:37:28,34.067574,-118.442686,College Academic Building
97666,2012-04-18 00:37:48,34.06952,-118.442971,College Math Building
9863,2012-04-18 16:11:41,34.069001,-118.443551,General College & University
9863,2012-04-18 16:12:06,34.06872,-118.443266,College Engineering Building
9863,2012-04-18 16:13:19,34.06952,-118.442971,College Math Building
108812,2012-04-18 17:26:11,34.06952,-118.442971,College Math Building
108812,2012-04-18 17:48:14,34.068941,-118.44257,College Library
108812,2012-04-18 18:57:16,34.072782,-118.444027,College Arts Building
244467,2012-04-18 20:18:40,34.072817,-118.442059,Concert Hall
9863,2012-04-19 02:37:04,34.06872,-118.443266,College Engineering Building
9863,2012-04-19 02:37:49,34.069001,-118.443551,General College & University
134253,2012-04-19 03:13:36,34.070062,-118.444204,College Auditorium
108812,2012-04-19 22:00:51,34.068941,-118.44257,College Library
9863,2012-04-19 23:07:56,34.06952,-118.442971,College Math Building
9863,2012-04-19 23:09:08,34.069001,-118.443551,General College & University
1017,2012-04-20 13:37:34,34.069152,-118.444757,Bus Station
108812,2012-04-20 19:13:37,34.072782,-118.444027,College Arts Building
108812,2012-04-20 19:46:50,34.068941,-118.44257,College Library
108812,2012-04-20 21:26:41,34.070094,-118.444333,Arcade
126821,2012-04-21 04:50:59,34.070578,-118.4434,Coffee Shop
125509,2012-04-23 02:32:35,34.072817,-118.442059,Concert Hall
1017,2012-04-23 13:56:57,34.069152,-118.444757,Bus Station
9863,2012-04-23 19:16:51,34.069001,-118.443551,General College & University
9863,2012-04-23 19:18:12,34.06872,-118.443266,College Engineering Building
108812,2012-04-23 19:57:29,34.072782,-118.444027,College Arts Building
108812,2012-04-23 20:04:12,34.070094,-118.444333,Arcade
97666,2012-04-23 23:49:25,34.067574,-118.442686,College Academic Building
9863,2012-04-24 00:23:25,34.070523,-118.444304,Student Center
9863,2012-04-24 01:04:32,34.06952,-118.442971,College Math Building
9863,2012-04-24 01:04:46,34.06872,-118.443266,College Engineering Building
9863,2012-04-24 01:08:21,34.069001,-118.443551,General College & University
40022,2012-04-24 03:26:51,34.072835,-118.441152,College Academic Building
9863,2012-04-24 16:55:11,34.068526,-118.443523,Parking
9863,2012-04-24 16:55:35,34.06872,-118.443266,College Engineering Building
9863,2012-04-24 16:55:59,34.06952,-118.442971,College Math Building
203795,2012-04-24 17:13:40,34.072817,-118.442059,Concert Hall
64289,2012-04-24 18:01:06,34.068348,-118.442251,Coffee Shop
204061,2012-04-24 22:27:52,34.071289,-118.444762,Medical Center
1017,2012-04-25 13:35:25,34.069152,-118.444757,Bus Station
9863,2012-04-25 16:39:37,34.068526,-118.443523,Parking
9863,2012-04-25 16:40:22,34.06872,-118.443266,College Engineering Building
9863,2012-04-25 16:42:57,34.06952,-118.442971,College Math Building
64289,2012-04-25 17:36:34,34.068348,-118.442251,Coffee Shop
64289,2012-04-25 20:48:16,34.070075,-118.440772,Other Great Outdoors
